id,name,address,build_year,type,jeonsae,monthly_deposit,monthly_pay,area,room_cnt,phone,lng,lat,registered_date
484,강손,대전광역시 남구 언주740거리,2014,아파트,139088,48054,0,124.68,1,+82 10-2350-0606,69.410317,-11.8627185,2022-05-04 21:57:39.154625
485,(유) 이전차,충청북도 음성군 양재천92길 (건우한최마을),1978,원룸,105156,40330,0,35.48,8,+82 10-7249-5100,115.618788,44.857088,2022-08-08 20:31:52.766438
486,주식회사 김,충청남도 부천시 소사구 서초대23로,1968,아파트,357699,0,0,16.13,9,+82 10-4630-4123,39.721835,-57.225152,2022-12-06 05:10:51.200802
487,이하,울산광역시 강남구 봉은사1길,1966,아파트,0,0,2461,76.38,7,+82 10-1698-0224,-54.993158,-62.5566705,2022-03-30 18:37:03.237283
488,이곽송,경상북도 고양시 잠실길 (정수민김면),1999,아파트,0,12781,4325,122.86,8,+82 10-6313-2884,-110.293824,15.190533,2023-01-14 20:42:08.448045
489,박이,충청남도 광주시 학동로,1997,원룸,164071,48775,215,44.3,2,+82 10-6146-6651,109.407042,-85.8828955,2022-11-01 08:52:34.537200
490,(유) 배,대구광역시 중랑구 양재천507가,2022,원룸,413064,0,0,97.87,5,+82 10-4579-7707,32.006054,34.1943965,2023-11-06 04:40:33.036355
491,양성김,광주광역시 송파구 잠실4로 (현우류동),1976,원룸,0,49294,0,58.42,3,+82 10-8880-1055,-75.293052,5.4382505,2021-01-28 19:33:01.365728
492,김김,인천광역시 서대문구 선릉가 (준영박동),1990,원룸,0,0,3192,135.66,0,+82 10-9190-4059,-114.102844,-32.8144015,2022-04-23 06:55:12.505106
493,(유) 문,울산광역시 성동구 개포길 (춘자김김동),1995,아파트,0,0,462,109.54,9,+82 10-7440-5663,137.898231,49.484568,2023-06-05 13:57:49.272459
494,안김,울산광역시 중구 석촌호수94길 (상현강윤면),1992,아파트,0,0,0,31.29,4,+82 10-4481-1077,42.007929,-20.1876065,2022-07-12 05:31:58.362242
495,(유) 민김박,인천광역시 도봉구 언주354거리 (은지류면),2008,아파트,0,0,2314,46.63,4,+82 10-8330-1061,16.727666,-17.824160,2020-08-10 09:36:26.360295
496,(주) 김,인천광역시 노원구 삼성31거리 (상훈이면),2019,아파트,0,36369,0,62.11,1,+82 10-0066-0881,-11.581096,18.075399,2023-02-25 13:34:39.277748
497,유한회사 한류김,경기도 안산시 상록구 서초중앙가 (영일남마을),2013,원룸,0,17264,3741,119.29,10,+82 10-7265-7098,-130.154063,-53.4411805,2023-11-17 19:38:49.714402
498,주식회사 곽,서울특별시 중구 학동길 (은주김윤마을),2023,원룸,0,45186,4001,80.01,7,+82 10-3236-8520,176.686599,73.669499,2020-04-26 12:23:58.066523
499,(유) 나최이,경상북도 포천시 압구정22거리 (은경한전동),1964,아파트,0,37071,0,70.91,1,+82 10-5067-7873,-118.444386,-39.5813025,2020-02-29 19:58:41.233921
500,유한회사 윤,제주특별자치도 예산군 도산대44로 (경숙문양리),1965,아파트,4362,0,3189,149.45,10,+82 10-7722-6594,-10.886368,-85.802615,2022-10-04 23:51:28.555099
501,(주) 허,강원도 성남시 삼성3가,2001,원룸,223113,35814,3061,127.57,10,+82 10-8378-0431,163.685358,78.574353,2021-02-13 17:13:37.927449
502,전남,부산광역시 강북구 석촌호수길,2017,원룸,0,11708,927,79.51,10,+82 10-5898-5248,15.430292,20.719967,2023-10-26 22:21:53.457295
503,(주) 김김김,부산광역시 관악구 잠실7길 (지영김리),1960,원룸,373594,0,56,125.52,10,+82 10-1629-3243,137.643864,-74.4689755,2022-11-19 11:22:43.751825
504,주식회사 이문김,충청북도 청양군 강남대길,1995,원룸,0,0,0,83.96,5,+82 10-8126-5118,71.914702,42.1719155,2022-07-13 01:12:40.656895
505,주식회사 이김김,경상남도 시흥시 서초대22로 (상철김박읍),1984,원룸,0,0,1477,40.38,4,+82 10-0079-8714,95.643093,-59.1468435,2022-05-01 09:21:56.296818
506,황김,광주광역시 서대문구 논현가,1965,아파트,0,0,4614,132.64,7,+82 10-1187-5457,-172.853284,-12.629440,2023-08-10 03:33:11.493128
507,박김이,전라북도 안양시 동안구 도산대321길,1962,아파트,184654,0,0,143.77,0,+82 10-9318-3282,77.115850,-61.826428,2020-05-21 14:35:00.144065
508,(유) 허,서울특별시 성북구 오금거리 (정훈송김마을),1980,원룸,403126,32003,0,120.77,1,+82 10-1766-1999,-93.192274,-33.694557,2022-10-29 11:09:44.506156
509,유한회사 신,충청북도 강릉시 잠실68길 (성수송읍),1975,아파트,40840,0,0,108.35,0,+82 10-7626-6139,-32.488165,-86.5677575,2022-08-29 21:26:29.303001
510,윤이류,강원도 용인시 삼성거리,2018,원룸,0,6523,0,18.14,1,+82 10-5188-1050,-97.929748,3.827764,2022-10-27 21:16:23.750344
511,이한손,경상남도 청주시 흥덕구 가락로,1971,원룸,0,13306,0,145.5,2,+82 10-1136-1154,-176.905350,-44.6235995,2021-08-12 22:42:45.581535
512,김이,부산광역시 마포구 도산대가 (승현박면),1961,아파트,13916,36678,0,115.15,9,+82 10-3354-0714,171.401558,-18.8807705,2022-01-21 23:57:22.117292
513,주식회사 김,세종특별자치시 송파구 논현길 (재현장읍),1999,원룸,0,26263,3308,105.66,7,+82 10-7094-2900,-109.291304,28.1385095,2021-12-27 07:54:15.207500
514,이유신,강원도 금산군 학동거리 (영순엄주동),2014,아파트,145114,5228,0,63.11,2,+82 10-1468-5665,-155.427707,-46.083923,2020-04-29 14:39:41.080570
515,유한회사 김이오,울산광역시 동대문구 개포201가 (광수김읍),1980,아파트,186125,0,0,64.38,7,+82 10-1608-0083,-129.751795,-46.0363565,2021-12-23 17:45:54.136637
516,신이,부산광역시 남구 학동29거리,1987,아파트,0,43649,2744,44.66,0,+82 10-0184-3608,133.970218,77.344519,2021-11-14 14:03:32.354403
517,유한회사 장박이,서울특별시 남구 학동길,2003,원룸,107470,0,2505,49.91,5,+82 10-0206-9118,-163.537814,-89.4901325,2021-05-05 10:30:21.886196
518,신이,전라북도 용인시 처인구 서초중앙거리,1986,원룸,0,0,37,52.9,8,+82 10-9113-0209,39.234881,-83.986781,2023-09-01 12:48:36.063092
519,(유) 윤,강원도 고성군 논현가 (정남오이읍),2006,원룸,0,2408,0,88.39,0,+82 10-5006-6189,-162.971579,-89.2208595,2022-03-24 21:18:47.249941
520,최최김,충청남도 동두천시 삼성길 (서준신박읍),1992,원룸,252642,33087,0,44.04,5,+82 10-5496-9341,11.093051,25.092915,2023-10-25 19:32:21.560587
521,강이,인천광역시 영등포구 논현38로,1998,원룸,0,5474,0,116.9,0,+82 10-8970-6724,142.826581,-22.8739275,2022-04-18 14:49:45.047113
522,주식회사 김,경기도 서천군 석촌호수길,2008,원룸,0,4574,0,99.7,9,+82 10-6330-8705,62.324059,-19.488792,2022-09-06 14:58:11.678972
523,김김,경상북도 공주시 서초중앙로,2018,원룸,61272,37759,0,141.38,4,+82 10-9753-1367,-174.256964,-69.005111,2022-03-30 09:28:48.612289
524,유한회사 임,부산광역시 서대문구 서초대로,2008,원룸,0,0,0,61.63,6,+82 10-3941-6350,140.255857,-83.8784655,2024-01-22 02:14:58.460733
525,(주) 이김윤,충청북도 포천시 오금546길 (민준김동),1974,아파트,0,20580,0,69.0,7,+82 10-5091-0660,-133.958684,-43.540046,2022-11-09 16:54:38.841741
526,주식회사 김,제주특별자치도 강릉시 개포로 (정훈신마을),1981,아파트,0,12233,517,134.82,1,+82 10-2082-7867,90.440017,66.675040,2020-03-03 19:47:08.936652
527,김김김,경기도 부천시 소사구 논현45가,1990,원룸,0,0,0,68.67,7,+82 10-6617-8440,58.929904,-8.057244,2020-06-05 17:24:40.454346
528,박문,울산광역시 강동구 가락330가 (현숙장읍),1967,아파트,0,0,1350,119.34,9,+82 10-8894-2002,14.340873,-22.1233285,2023-10-24 00:34:56.836714
529,김이,전라북도 양평군 개포로,1984,아파트,490493,0,0,37.51,6,+82 10-3920-1234,-148.292448,14.0769865,2021-01-30 09:31:19.465172
530,김최,강원도 부천시 원미구 역삼063거리,2019,아파트,0,48696,3197,88.39,3,+82 10-9743-3067,148.012467,36.8942265,2021-10-10 09:00:46.528006
531,오박김,울산광역시 강서구 학동63가,1964,원룸,477317,0,0,24.77,5,+82 10-6156-3661,-20.086126,84.7459005,2022-05-01 18:45:27.097357
532,유한회사 박백박,경기도 보령시 오금길,1997,아파트,334164,0,4904,62.8,0,+82 10-0638-4254,-178.056109,5.414351,2021-06-08 11:11:16.823079
533,송권,전라북도 안산시 상록구 개포33로 (지혜이이면),1966,원룸,70803,0,0,87.02,10,+82 10-6501-1397,161.303618,-3.208978,2022-10-06 09:07:04.202902
534,최문최,세종특별자치시 도봉구 석촌호수26거리 (지민김리),1960,아파트,381767,0,3350,123.74,6,+82 10-9269-8843,45.841050,-18.1938685,2024-01-23 20:58:54.096787
535,이이,전라북도 파주시 반포대로 (현지김이면),1988,아파트,0,0,0,27.33,10,+82 10-7296-6801,128.877985,85.587200,2021-03-17 18:59:45.484481
536,정홍,부산광역시 서초구 서초중앙길 (준호이동),1964,아파트,0,0,0,123.87,10,+82 10-4143-1927,-2.124431,27.609883,2020-10-16 04:18:55.578020
537,(주) 김박이,인천광역시 종로구 테헤란거리,2002,아파트,224040,19968,0,20.51,8,+82 10-0568-7604,-112.632699,18.511960,2020-04-19 17:03:08.481840
538,심이,인천광역시 서구 오금가 (지아김김동),2017,아파트,194415,12025,971,143.22,1,+82 10-6278-7497,-52.949462,-34.080886,2023-05-20 01:45:39.300526
539,허김이,강원도 천안시 서북구 테헤란440가 (정자박읍),1991,원룸,59397,0,2181,89.6,7,+82 10-5585-5685,-38.827234,-4.831230,2024-02-13 01:39:12.264838
540,허김강,경상남도 포천시 양재천892가,2000,원룸,0,40708,0,110.92,10,+82 10-2796-0619,19.444333,2.8926155,2022-07-21 08:47:02.448326
541,(유) 김,대구광역시 노원구 오금가 (은주이강리),2002,원룸,493571,10668,446,75.1,8,+82 10-9804-1568,-81.857032,-70.556019,2021-09-22 09:45:48.605795
542,(주) 배,서울특별시 광진구 양재천594길 (서윤박백마을),2001,원룸,0,0,3386,35.36,4,+82 10-2341-6173,71.109643,71.0540865,2024-01-14 17:55:45.325974
543,이양박,전라남도 철원군 선릉9가 (정남최읍),2000,아파트,0,0,0,101.47,0,+82 10-1244-6251,-126.869056,-84.513930,2020-07-09 06:45:08.338963
544,하양김,세종특별자치시 영등포구 백제고분98로,2014,원룸,0,0,2435,40.06,9,+82 10-9553-5739,84.335832,32.873469,2022-04-29 07:45:37.417226
545,양오,세종특별자치시 양천구 언주길 (영환이윤마을),2020,원룸,481497,0,2085,101.49,4,+82 10-9127-2967,168.060829,-58.1575955,2021-06-05 03:08:56.402550
546,유한회사 이김홍,전라남도 남양주시 서초중앙가,2006,아파트,0,39226,0,149.4,4,+82 10-6052-4088,-106.418030,-20.788674,2022-01-20 15:07:57.409344
547,김손이,대구광역시 동구 도산대3길 (성수안박면),1978,아파트,48011,0,4598,31.71,5,+82 10-1050-8107,-132.155056,-6.7028055,2022-12-22 03:54:00.368271
548,문박허,울산광역시 영등포구 역삼6길 (병철최이읍),1997,원룸,163590,45857,0,132.08,0,+82 10-3268-1172,1.937592,75.2597915,2020-09-03 03:41:52.342457
549,서송김,경상북도 계룡시 강남대7가 (상훈황면),1979,아파트,32849,0,2852,62.65,10,+82 10-9153-1171,138.518837,-15.311788,2020-02-01 16:43:06.573991
550,주식회사 남박최,울산광역시 성북구 양재천89길,2009,아파트,350395,45622,3493,41.25,3,+82 10-7865-1168,152.431344,78.2703445,2021-11-25 22:18:26.663370
551,윤박,울산광역시 종로구 역삼길 (종수김동),1983,아파트,0,0,1401,90.18,2,+82 10-0112-0097,-176.212878,-12.3182415,2023-01-29 02:31:46.426351
552,김김차,인천광역시 강남구 백제고분가 (지훈송김읍),1968,아파트,0,0,0,115.79,0,+82 10-6223-1055,87.608734,-69.8245515,2022-03-30 21:09:51.244473
553,이박,제주특별자치도 김포시 역삼709가,1993,아파트,306208,43178,0,91.24,5,+82 10-2410-2436,100.837982,17.9459555,2024-04-13 02:19:20.115650
554,주식회사 김노민,대구광역시 성북구 서초대825길,1999,아파트,126594,11321,0,130.96,3,+82 10-3732-7461,160.878989,-82.5803485,2023-01-06 05:30:31.687909
555,주박곽,제주특별자치도 수원시 권선구 삼성2가 (영자김마을),1976,원룸,0,40429,19,41.11,9,+82 10-2251-7461,81.855448,-3.843417,2020-05-03 09:29:09.492777
556,김조,인천광역시 구로구 서초중앙5길 (현주박읍),1996,아파트,0,0,0,87.94,0,+82 10-8255-0426,-66.939815,-36.9025845,2023-01-30 20:46:32.867568
557,유한회사 송홍진,강원도 청주시 서원구 테헤란거리,1972,아파트,174264,0,1114,66.15,0,+82 10-1966-7970,63.365677,34.0098755,2020-03-18 07:53:37.760328
558,이안,제주특별자치도 정선군 영동대36길,2011,원룸,0,4703,2773,46.19,4,+82 10-6314-1053,115.969592,79.742932,2023-05-29 21:38:21.665642
559,(유) 유김한,대전광역시 강남구 가락로,2000,원룸,324771,0,0,77.79,8,+82 10-5160-5807,-10.746486,-83.6972465,2020-12-14 14:11:58.524693
560,(주) 박,대전광역시 도봉구 개포336거리,1992,아파트,0,7525,0,67.97,8,+82 10-8352-7217,-122.118602,11.388844,2023-02-28 00:08:37.324643
561,윤최,인천광역시 은평구 테헤란로 (순자김최면),1996,원룸,163324,0,3005,142.04,2,+82 10-4184-6944,147.086408,-21.445976,2023-02-19 06:27:36.468812
562,(주) 김,강원도 수원시 팔달구 삼성564가 (은경심민리),2010,원룸,84793,4768,2372,83.68,7,+82 10-5254-9832,11.503997,-29.890883,2021-10-26 10:55:26.557304
563,이박주,강원도 서산시 역삼906로 (숙자엄읍),1998,아파트,0,49930,4152,116.2,7,+82 10-9732-2960,81.358961,-70.491036,2022-08-16 08:35:53.952407
564,이강이,전라북도 속초시 삼성5거리,2015,아파트,121959,20665,3414,132.71,0,+82 10-0039-4849,167.304498,73.606498,2022-01-31 12:27:22.699413
565,주식회사 김김김,세종특별자치시 서구 서초대2길 (현숙윤권동),1987,아파트,0,0,3085,57.36,1,+82 10-6050-7060,161.823184,-66.5971435,2023-03-18 06:23:23.085472
566,이이,경기도 가평군 가락068가,1977,원룸,0,9103,2715,63.06,6,+82 10-8723-1278,158.028233,-64.665232,2023-11-17 01:01:04.765108
567,유한회사 박,충청남도 부여군 학동로,2020,아파트,0,0,1202,114.92,3,+82 10-0387-8724,-46.126979,22.698671,2020-06-26 05:45:47.915112
568,김박김,충청남도 진천군 강남대5로 (미영박리),1969,아파트,0,24744,708,18.12,6,+82 10-8051-9944,-48.232007,-17.2722645,2020-02-28 05:04:56.470951
569,최황,충청남도 수원시 백제고분가 (정순황마을),1974,아파트,0,0,0,77.36,2,+82 10-3694-2076,0.315909,-11.341620,2024-03-21 03:45:26.751696
570,오우이,제주특별자치도 천안시 서북구 석촌호수8거리 (은영정박동),2010,아파트,284919,0,4838,100.8,5,+82 10-3946-4566,-93.355967,64.8948705,2023-03-21 14:40:01.354245
571,권이,경상남도 춘천시 봉은사길,2001,아파트,46574,0,0,113.83,9,+82 10-7789-7370,-109.863957,-6.397389,2021-10-11 06:42:32.502550
572,주식회사 이나황,대전광역시 중랑구 테헤란69길 (서윤한전동),1973,원룸,74324,0,4039,96.36,4,+82 10-2606-0643,28.449168,-39.2565075,2023-03-23 15:17:46.480489
573,김엄이,경상북도 안산시 학동로 (성진이박동),1997,아파트,447350,30685,3783,146.86,9,+82 10-1496-9406,145.789808,76.8832135,2023-05-23 03:33:39.524174
574,(유) 김,경기도 광주시 백제고분23로 (명숙안동),1989,원룸,264016,25546,0,78.89,5,+82 10-7370-1300,136.229982,28.4441365,2020-02-24 14:48:32.507404
575,김이,대전광역시 서대문구 영동대가 (영자이최면),2005,원룸,309844,18775,2851,126.85,0,+82 10-1584-1619,-162.924717,-81.040029,2020-03-21 19:39:41.366781
576,(유) 이오서,전라북도 강릉시 압구정8가,1974,아파트,119552,0,0,124.57,7,+82 10-2530-7001,33.063668,63.9748345,2021-08-07 02:14:10.423027
577,(유) 류,전라북도 아산시 영동대길,1965,아파트,0,41837,3015,36.77,8,+82 10-9740-2211,-135.892692,-10.9278475,2022-07-17 14:37:52.299150
578,(유) 박,전라북도 천안시 동남구 석촌호수거리,2015,원룸,0,29348,4384,120.43,4,+82 10-6526-8087,-121.685694,72.410953,2023-01-01 11:20:28.815642
579,최박김,광주광역시 동구 반포대22길 (예원권읍),1961,원룸,479951,0,1202,22.57,3,+82 10-6724-6289,-147.809127,21.7107145,2021-06-19 20:25:45.742104
580,(주) 김김최,서울특별시 중구 언주06길,2011,아파트,132700,35069,0,48.79,7,+82 10-3913-9225,4.781816,44.277789,2020-08-05 01:43:13.941399
581,유한회사 김윤강,인천광역시 은평구 양재천가,2002,원룸,450720,31537,3361,121.0,6,+82 10-5158-1780,-48.398771,-57.7128375,2021-04-14 19:44:28.137377
582,김이박,강원도 서산시 테헤란9가,1988,원룸,193765,41108,2205,117.6,1,+82 10-4697-9887,169.292351,-33.3117025,2022-06-01 19:42:03.921954
583,백김강,전라북도 화천군 삼성길 (춘자이이리),1988,원룸,294579,2020,0,147.75,8,+82 10-9726-0783,45.842604,-55.458975,2023-04-07 17:51:10.315746
584,박윤박,부산광역시 성동구 가락가,1968,원룸,137072,0,1574,93.55,6,+82 10-6426-1444,-126.902322,22.123475,2020-01-05 21:58:24.381437
585,주식회사 주송최,서울특별시 노원구 봉은사97가 (도현이동),1992,원룸,0,45246,364,49.12,6,+82 10-4055-5110,123.715611,45.011404,2023-07-24 21:07:20.010427
586,유한회사 최,경기도 용인시 수지구 테헤란길 (성훈이김리),1991,원룸,0,0,0,149.89,4,+82 10-3911-0555,-123.842047,-82.972843,2020-11-13 21:05:51.146227
587,(주) 심,경상남도 수원시 장안구 삼성8로,1977,원룸,0,11314,2094,114.77,7,+82 10-9188-7631,140.791919,-56.4621575,2021-10-21 04:21:34.844357
588,유한회사 이류노,광주광역시 서구 개포56로 (상호이읍),2006,아파트,0,0,0,69.73,0,+82 10-6977-8865,133.288731,-71.9467585,2020-05-31 13:41:20.682844
589,(유) 황김박,전라북도 부천시 백제고분06가,1972,아파트,33779,837,0,70.61,3,+82 10-7117-2270,91.131597,-20.9273035,2022-04-23 18:13:24.011568
590,이김,대구광역시 동구 선릉거리 (성현성마을),1964,원룸,400721,0,0,104.21,6,+82 10-9382-3223,78.249101,62.0380985,2021-10-05 17:35:05.520866
591,주식회사 곽,인천광역시 서초구 학동가 (미정고읍),1993,원룸,440837,33705,3701,69.13,5,+82 10-1983-9576,130.009067,28.2813245,2024-03-03 19:05:36.585594
592,(유) 박서박,대구광역시 서대문구 도산대5길,2013,원룸,175491,18881,3663,77.36,6,+82 10-9277-0491,-103.039344,-0.645837,2020-07-21 16:58:46.094182
593,(유) 박,서울특별시 강동구 잠실가,2012,원룸,421969,0,0,126.64,4,+82 10-7725-6412,170.520355,-87.7410925,2021-05-08 12:23:14.207601
594,남강양,세종특별자치시 동대문구 선릉로 (지혜권면),2022,아파트,399878,27452,0,131.12,4,+82 10-9697-3118,124.211024,-40.425354,2022-09-03 14:49:45.070818
595,구김,대전광역시 금천구 잠실5가 (영일손면),1969,원룸,9773,22758,0,23.96,9,+82 10-7058-0701,30.327045,-26.673687,2023-11-04 12:06:31.067170
596,(유) 이오강,전라북도 부여군 서초대로,2021,아파트,0,0,0,52.65,9,+82 10-0541-5695,97.839282,-25.559082,2021-12-10 23:47:22.035375
597,김이,경기도 고양시 일산서구 개포거리 (은영이리),1974,원룸,141075,13408,0,87.63,10,+82 10-9738-8216,16.728627,-76.3028095,2021-07-07 23:26:17.064154
598,주식회사 김,세종특별자치시 서구 개포50길,1986,아파트,0,0,92,29.83,4,+82 10-0069-0584,12.162936,54.533980,2024-01-01 14:05:29.202007
599,이박김,대구광역시 동구 영동대가,1997,원룸,0,0,0,53.08,5,+82 10-6597-1263,62.587983,-69.666461,2020-10-24 09:42:09.792001
600,이장박,울산광역시 종로구 압구정29로,2002,원룸,0,0,0,72.4,8,+82 10-5936-0719,21.255909,-5.644597,2020-01-15 13:26:41.660690
601,유한회사 황이성,제주특별자치도 삼척시 역삼359거리 (지연김동),1961,아파트,308229,36265,0,109.66,0,+82 10-1629-6841,123.364393,-35.040983,2020-10-06 03:01:15.274163
602,유한회사 김황정,울산광역시 강동구 백제고분84거리 (영길김지마을),2001,원룸,399311,35592,4986,98.16,6,+82 10-7702-1214,156.109329,-59.382526,2023-09-08 01:30:26.706933
603,(주) 황문조,제주특별자치도 안양시 서초대가 (동현김마을),1994,원룸,0,0,2108,32.85,6,+82 10-5431-3591,-164.619911,40.036121,2022-10-14 07:01:37.513388
604,김박,울산광역시 관악구 언주449거리 (하윤이읍),1975,아파트,0,0,0,121.09,1,+82 10-6614-9778,-103.507972,16.758111,2023-01-20 01:12:27.761287
605,(주) 이,광주광역시 관악구 서초중앙길,2001,원룸,0,0,0,94.12,8,+82 10-5257-7260,29.424094,19.793729,2024-02-21 08:19:29.317232
606,(유) 류최김,경상북도 용인시 기흥구 삼성로,1961,아파트,438163,29826,2029,38.86,3,+82 10-2191-9286,-111.003924,10.418456,2022-11-05 16:51:33.687997
607,주식회사 장김문,경상남도 홍성군 테헤란길 (채원김동),1991,아파트,0,0,226,77.33,7,+82 10-2424-9421,-43.886343,-88.147351,2023-11-23 09:43:29.986410
608,(주) 김서이,충청남도 용인시 학동거리 (보람이읍),2015,아파트,0,46680,0,36.58,0,+82 10-1488-8276,47.161490,-89.028941,2023-10-22 00:11:21.689559
609,(주) 오김김,대구광역시 노원구 삼성656길 (춘자김리),1974,아파트,21654,42242,2074,126.4,10,+82 10-6283-3865,-77.009899,-5.257082,2022-05-14 22:07:52.486585
610,허박,전라남도 당진시 석촌호수가 (경숙김이리),1999,원룸,0,33666,0,136.24,2,+82 10-8583-7549,-15.858199,44.5623255,2021-06-30 20:48:36.050060
611,주식회사 주,강원도 영월군 논현3가 (미영김리),1973,아파트,0,14726,2614,18.43,1,+82 10-9788-5613,-144.877593,18.987456,2020-09-16 02:46:24.613884
612,(유) 박하김,제주특별자치도 당진시 잠실123로 (정남황면),2014,원룸,0,0,0,133.34,5,+82 10-9435-3588,109.717639,69.6867785,2020-04-04 08:34:03.510516
613,유한회사 김오전,대구광역시 남구 백제고분188거리,2015,원룸,205232,0,0,85.23,8,+82 10-2593-0079,-114.133647,84.2664045,2021-07-18 09:40:47.688823
614,(유) 고,경상남도 삼척시 선릉63거리 (미영송면),2018,아파트,0,0,0,148.14,0,+82 10-9056-6305,59.116194,-20.7778085,2021-02-22 04:56:18.351410
615,(주) 박양최,인천광역시 성동구 백제고분길,1969,아파트,0,756,0,63.23,0,+82 10-9595-2404,-94.054990,-83.0180965,2023-01-06 22:55:33.017226
616,주식회사 장최장,인천광역시 강동구 도산대거리,2010,원룸,305033,13492,4980,30.12,1,+82 10-6346-7955,-9.084621,-60.651275,2020-01-16 18:51:47.289902
617,(유) 김,경상북도 보령시 학동로 (영자김마을),1961,아파트,293153,11098,4953,95.72,1,+82 10-8469-4043,8.712383,26.804175,2022-04-17 10:39:39.690182
618,(유) 김,서울특별시 중구 서초대로 (주원민읍),1997,원룸,0,0,0,80.45,4,+82 10-6879-0529,79.865236,-2.584037,2023-11-09 13:14:01.468204
619,이신,충청북도 화천군 영동대길 (유진이읍),2006,원룸,160393,0,0,68.78,10,+82 10-9045-8695,46.266257,89.0471585,2020-06-01 18:19:42.474751
620,박서,전라북도 김포시 테헤란046로,1985,아파트,181228,4042,0,63.81,2,+82 10-8470-1015,2.113859,-68.603068,2024-02-17 22:34:52.089776
621,(주) 오,대전광역시 남구 역삼로,1963,아파트,439930,0,0,110.89,9,+82 10-6443-5141,19.306473,-75.510900,2020-01-24 04:17:25.511104
622,유한회사 오,대전광역시 성동구 학동276길,1964,원룸,426123,0,0,88.01,8,+82 10-8473-6306,-123.383845,65.739920,2021-02-17 19:18:53.011819
623,주식회사 이김이,대구광역시 구로구 양재천가,1985,원룸,148359,34045,2998,142.26,1,+82 10-2073-0137,-158.820270,22.1928975,2021-06-04 01:02:47.665694
624,손백,부산광역시 강동구 양재천18가,2005,원룸,0,0,3354,52.3,9,+82 10-5103-0484,-78.366781,29.1824565,2024-04-13 05:24:49.226779
625,(유) 이성김,세종특별자치시 관악구 삼성506가 (영길김김마을),2015,아파트,0,0,0,102.56,6,+82 10-3282-9201,-107.866790,75.1882065,2022-02-14 05:36:18.269537
626,우최,경상남도 천안시 서북구 압구정6로 (예은조김동),2017,아파트,0,13034,0,50.12,2,+82 10-1678-1119,35.496626,30.204645,2021-12-24 12:49:35.444377
627,박김,울산광역시 노원구 언주로 (순옥허박리),1960,아파트,92194,23086,0,116.52,10,+82 10-3047-4491,-8.134620,74.765080,2021-01-02 01:46:07.328952
628,(주) 김노박,충청북도 양주시 학동331거리,1967,원룸,0,0,3060,139.5,0,+82 10-7181-9493,75.329004,-74.3524185,2024-05-12 22:51:00.039488
629,심김,경기도 김포시 테헤란길,1994,아파트,15266,23491,101,30.28,9,+82 10-8431-8233,-90.648349,86.5577785,2021-11-19 02:07:13.535008
630,오박,대구광역시 영등포구 도산대69로 (종수박권면),1966,아파트,0,25703,3498,25.51,10,+82 10-8092-6640,176.693483,-79.2786275,2022-01-13 18:02:00.864471
631,(유) 최,충청남도 단양군 양재천5거리 (성현최이면),1976,원룸,0,47658,0,111.64,0,+82 10-2791-9247,0.422723,1.327500,2023-05-05 10:01:11.990402
632,박최신,대구광역시 마포구 개포길,1979,원룸,174374,31342,0,66.04,10,+82 10-3084-4452,-161.344961,-32.924418,2020-07-24 05:00:32.576311
633,(유) 권,경상북도 충주시 언주거리 (정수장리),2001,원룸,356831,29350,959,32.49,8,+82 10-4403-2478,70.928072,2.9907675,2024-01-13 15:20:58.776156
634,이배,대전광역시 금천구 영동대로,1969,아파트,172612,0,0,20.85,3,+82 10-9693-1859,-29.424342,-41.339638,2022-09-07 05:57:43.484193
635,주식회사 김김김,강원도 남양주시 잠실892거리 (성현장리),2005,아파트,48297,18490,4854,103.66,0,+82 10-0265-8008,-104.126608,81.804507,2023-03-27 09:44:30.357167
636,노권김,울산광역시 종로구 서초중앙32가 (민서최이마을),1962,아파트,345618,0,4141,34.94,9,+82 10-1560-8653,77.431882,-5.3352255,2022-04-22 18:05:22.468371
637,배김,제주특별자치도 아산시 압구정42가 (지민최박면),1987,아파트,97985,0,0,66.49,2,+82 10-9368-4026,-138.125263,69.1959855,2023-05-16 14:39:37.312176
638,주식회사 이,강원도 금산군 잠실6가,2023,아파트,311076,0,0,78.45,1,+82 10-7683-2870,-167.344776,22.6798365,2020-11-06 06:15:05.959592
639,(주) 강,전라북도 용인시 처인구 언주560가,1988,아파트,0,21248,0,28.07,3,+82 10-5752-0971,-0.073182,4.0551805,2022-01-19 19:46:14.601804
640,주식회사 강,제주특별자치도 수원시 권선구 개포길 (경숙엄마을),2008,원룸,0,0,0,36.55,1,+82 10-2170-1714,59.908224,60.077968,2021-08-21 11:13:43.249197
641,이김,인천광역시 남구 잠실길,1974,아파트,437424,0,0,139.15,6,+82 10-3357-5183,104.969797,-15.0795515,2020-06-10 05:08:43.154078
642,한윤,경기도 홍천군 백제고분거리,2007,아파트,0,0,3855,88.31,4,+82 10-9395-7677,76.611904,-43.8894515,2022-05-21 16:13:33.919236
643,(주) 조문김,전라북도 수원시 권선구 가락가 (상호양이마을),2009,원룸,282432,0,822,21.45,0,+82 10-5599-4232,100.916055,-10.507651,2023-08-08 09:18:48.121742
644,(유) 윤,서울특별시 서초구 도산대9로,1985,원룸,0,0,0,85.2,9,+82 10-5065-6469,75.103338,57.0547185,2022-02-02 22:28:30.460534
